LeftThalamicRadiation,RightThalamicRadiation,LeftCorticospinal,RightCorticospinal,LeftCingulumCingulate,RightCingulumCingulate,LeftCingulumHippocampus,RightCingulumHippocampus,CallosumForcepsMajor,CallosumForcepsMinor,LeftIFOF,RightIFOF,LeftILF,RightILF,LeftSLF,RightSLF,LeftUncinate,RightUncinate,LeftArcuate,RightArcuate
0.316849327928463,0.39980556870793,0.493835649689531,0.4955152779516,NaN,NaN,NaN,NaN,0.377789576008991,0.411285652719963,0.531553438292417,0.650077912617935,0.433595174457391,0.412508181382188,0.490516416200355,0.435885020162883,0.356660161344752,0.418178589712975,0.39983521606436,NaN
0.323281444452631,0.401249145890099,0.494551120673083,0.487448205849712,NaN,NaN,NaN,NaN,0.400074144142388,0.408910310571536,0.533806349171034,0.652638169522509,0.443417458152874,0.429408300550636,0.496083642885109,0.431114268311189,0.351220566342952,0.417679309805095,0.400574449579979,NaN
0.329130866912487,0.39943919489607,0.49149282090884,0.484470733373602,NaN,NaN,NaN,NaN,0.404774292430084,0.405021877400927,0.553409055663883,0.653360228130662,0.453192657008495,0.445460576075238,0.499688665349663,0.426854030029236,0.34439892895616,0.416912642378546,0.395736299037316,NaN
0.33517544359649,0.396350967464195,0.482394854566574,0.482763307125282,NaN,NaN,NaN,NaN,0.408755191929106,0.404486928378257,0.586161307925916,0.647323342841053,0.462461454171885,0.464664483596682,0.501216059504579,0.42309686212193,0.336324543676562,0.415581548872491,0.391967170166909,NaN
0.342332984176654,0.3934900222816,0.467368041896952,0.47833830966916,NaN,NaN,NaN,NaN,0.404731479862832,0.404883935800143,0.613442399164891,0.631463245814574,0.469605271830938,0.48648327128347,0.501369371671884,0.419748740901247,0.328628374961779,0.413673941447548,0.389603612807926,NaN
0.350266483972095,0.390784646812079,0.455590061862493,0.474751112115712,NaN,NaN,NaN,NaN,0.399532485551348,0.401954881975312,0.621000494097608,0.629437430095622,0.476027245485148,0.508416949092382,0.50111785874824,0.416801464268218,0.32193701181785,0.411153351131621,0.387431243787694,NaN
0.357393752729808,0.387135854458057,0.451167138132927,0.474113737685761,NaN,NaN,NaN,NaN,0.406965334121764,0.400615153129425,0.633341716477001,0.629901004974302,0.483120619407096,0.526251182766897,0.500949627313136,0.414014521806114,0.316301991910058,0.408079571738056,0.384082276866363,NaN
0.361636772445371,0.381208766764737,0.451830629075582,0.476182102988319,NaN,NaN,NaN,NaN,0.429599621023478,0.405476022682909,0.637396659620798,0.64995730452986,0.490199159540758,0.540831102933279,0.500825123119187,0.4111463863804,0.311995989416594,0.40469099471687,0.379097373385382,NaN
0.363732546047975,0.375931133652637,0.455307036425184,0.480968876090298,NaN,NaN,NaN,NaN,0.457125167245346,0.412914818463214,0.644730503715632,0.654240701542938,0.494901002494584,0.553405043706512,0.500805758004023,0.407980230142159,0.308525718351464,0.401080208494301,0.3735537981983,NaN
0.365109993728222,0.374405005477638,0.455839377469584,0.486139817018033,NaN,NaN,NaN,NaN,0.488412260772799,0.418509324321396,0.638433595311796,0.66000151250184,0.496774074700838,0.563624846851271,0.501066499007836,0.404450748421468,0.305367610974714,0.397123330695434,0.368735189133689,NaN
0.366788576260953,0.37744749865377,0.451793035713593,0.490005633280093,NaN,NaN,NaN,NaN,0.526727204221117,0.423709925511399,0.630586302537638,0.668948493117398,0.498472656424199,0.569379937552047,0.501432826601977,0.400727866653363,0.302785033410999,0.392801178811672,0.363502122167667,NaN
0.368203252687732,0.383188701669528,0.448784667818019,0.496697958437277,NaN,NaN,NaN,NaN,0.565283423759919,0.428499097183492,0.631776484246475,0.668310386213086,0.500651397068768,0.570715120729076,0.500853532005583,0.397095496097083,0.301191656363236,0.388021945785614,0.356683061756115,NaN
0.367376756403889,0.388546008299625,0.450853416381091,0.508201408019236,NaN,NaN,NaN,NaN,0.600337099028803,0.431254064081895,0.627573228243879,0.680367776458495,0.503489263571909,0.571464314567649,0.498612736819287,0.393469891842497,0.30038944482301,0.382892951104706,0.348217536051823,NaN
0.364104716591368,0.395431537990871,0.459247408738976,0.522424726642137,NaN,NaN,NaN,NaN,0.632033863148627,0.431144383184086,0.627612322694514,0.668618655945479,0.506912306945977,0.572511741089002,0.494640337542093,0.390079411713335,0.300678107657048,0.377429205521594,0.341637174123774,NaN
0.360439426021617,0.407187475741635,0.474174649745772,0.53414051395861,NaN,NaN,NaN,NaN,0.667382559478763,0.430471593564718,0.62518281912062,0.655316758084494,0.511096725212642,0.572904430963839,0.489517571690665,0.387095988759298,0.302330102244687,0.371825323712432,0.341481798233535,NaN
0.358237755890391,0.424211123687196,0.493262899915537,0.537981016010918,NaN,NaN,NaN,NaN,0.685623631090175,0.432510528708179,0.62357573277183,0.640567130284012,0.516665091777914,0.572378555302559,0.484006088897748,0.384693256545621,0.305435319652223,0.366290674081272,0.346832485297608,NaN
0.357587884444019,0.443711409457871,0.513525539323648,0.537657161047616,NaN,NaN,NaN,NaN,0.696750727558038,0.439383239649576,0.62042905230094,0.626141872670275,0.523478179866213,0.57263122764269,0.478517422878464,0.382829854603702,0.309890115074853,0.360984421303602,0.354877830015406,NaN
0.356871084140561,0.459711489169428,0.531761828874851,0.537218612751757,NaN,NaN,NaN,NaN,0.709942896288558,0.451285606354924,0.613974902874253,0.624583465031105,0.530468227925394,0.573200099178005,0.473095913067142,0.381324032687583,0.315464178517662,0.356067440041955,0.363766423375732,NaN
