LeftThalamicRadiation,RightThalamicRadiation,LeftCorticospinal,RightCorticospinal,LeftCingulumCingulate,RightCingulumCingulate,LeftCingulumHippocampus,RightCingulumHippocampus,CallosumForcepsMajor,CallosumForcepsMinor,LeftIFOF,RightIFOF,LeftILF,RightILF,LeftSLF,RightSLF,LeftUncinate,RightUncinate,LeftArcuate,RightArcuate,GlobalFA,ID,ScanSite
0.455655768490027,0.453115121594201,0.62055847213665,0.618361128585461,0.517805093498936,0.444550925634494,NA,0.297005171647968,NA,0.574575829114278,0.500623699853338,0.426995755742555,0.464961003398683,0.420071998145704,0.502263867789087,0.518771204763514,0.368744574649793,0.423123502548916,0.561095479155912,0.47098073333873,0.454697859478329,NDARAA536PTU,SI
0.468830587293484,0.463560510957307,0.630058251673839,0.610176621138536,0.556184203515973,0.53924630879032,0.385063220430894,0.373708696543525,0.570663122790417,0.560004457515839,0.473815454565956,0.473713205370332,0.458330283682633,0.455138219478104,0.387654960879145,0.418347112952956,0.389696027687205,0.398512372899975,0.418057126970355,NA,0.45153803725684,NDARAD481FXF,SI
0.454128539455923,0.449481870085627,0.573923902502547,0.624327876558337,0.557579443392469,0.477336587458741,0.390085451847352,NA,NA,0.580058915314207,0.512015086087983,0.501978121005523,0.482288529722196,0.471463902628311,0.503306044039835,0.529079587607312,0.452967560540848,0.450206414988503,0.539677865693182,0.415697394376485,0.471873847016073,NDARAE199TDD,SI
0.467844789430322,0.5040020986065,0.606134879846756,0.614683812257036,0.532851395517433,0.51094527023437,0.326882613014709,NA,0.590675957472883,0.574443071051127,0.535730278141438,0.507722622247429,0.499132095814345,0.477984026414272,0.461331832243979,0.480557364665713,0.430481010942339,0.438179603175583,0.563921388256362,0.465909566534898,0.479470683793375,NDARAJ366ZFA,SI
0.439845632635781,0.440676957549959,0.603102601015226,0.617620621997095,0.527643757274002,0.516525023854699,0.402181734650285,NA,0.30751321702335,0.548240786989054,0.513247127796333,0.517768297273191,0.481948092463106,0.477401750572091,0.499442268373539,0.458808392432334,0.366719617299879,0.439848258915124,0.434096201260997,NA,0.452243702072423,NDARAM277WZT,SI
0.410959942936265,0.439050527188994,0.58492470782362,0.608241923166836,0.523439446861341,0.459578092100091,0.413456805734912,NA,0.525847200989533,0.543330040282765,0.508518611278264,0.499112555733927,0.469053098788371,0.452054500840404,0.44657223311956,0.511890540111229,0.43726504173718,0.469907082058474,0.501296868907183,0.476426782699412,0.464046300117918,NDARAR025WX4,SI
0.492586546752158,0.530982454520239,0.602070873367044,0.648415161571922,0.588651334422009,0.581426473231879,0.420671948530956,0.40072825596717,0.633461085438335,0.586818702564289,0.537925128851042,0.536489220646501,0.424833723199719,0.421229651597152,0.511027252233558,0.441815305120585,0.450486889817876,0.476220457665047,0.54974837712139,0.503262512895185,0.492326255024479,NDARAT100AEQ,SI
0.481866559055928,0.473028075514213,0.630897474744032,0.639867179965605,0.503630532734462,0.4337085356396,0.372378674559116,NA,NA,0.563395376213053,0.515763579402203,0.4309704434342,0.447683290944482,0.393649990695968,0.467433782749076,0.499970314062423,0.380855160541478,0.41491873650408,0.547637802612242,0.440526320497707,0.454641148940519,NDARAT299YRR,SI
0.44233033035282,0.446300269423264,0.622191437068865,0.575929749831577,0.55267367552579,0.483160591033536,NA,NA,0.579923208555166,0.563360480992446,0.511657745532633,0.500767443265993,0.464268107209663,0.456539627480068,0.43474142981403,0.466964208924736,0.422818702433826,0.472631991930296,0.504689361598204,0.512511912085881,0.474392645950463,NDARAV747WVL,SI
0.451003315191843,0.449715307438793,0.638412193192048,0.63722330360895,0.541495365180179,0.524764627230288,0.40909508475683,0.332894484289112,0.503074583541335,0.54552465637961,0.485567052267006,0.509668813292555,0.434819384853308,0.45167917097385,0.490470314408521,0.516900475308615,0.449904942206427,0.457297871818348,0.480582717164452,0.44644824376413,0.464597233660295,NDARAV894XWD,SI
0.446588205427545,0.462322556146686,0.609217785680759,0.631728819741422,0.584374024063462,0.515941346860309,0.405695221901454,0.413012422197815,0.597655775704222,0.579145527237153,0.553674703405318,0.509677791147662,0.46881745734423,0.459343989289936,0.54849387515217,0.563201294940797,0.41451281572642,0.468479054130927,0.548372848107848,0.440412458733758,0.486698474901899,NDARAV945MCQ,SI
0.485339630802522,0.452561465972859,0.608675409673123,0.644316183314241,0.555459154958925,0.544956012724821,NA,NA,0.501854226402099,0.593572879116479,0.55967988512788,0.594309109851822,0.460536641817923,0.505073532085728,0.469419951948209,0.491194159948096,0.420308252061157,0.461864342076112,0.507694088781403,NA,0.492045273703522,NDARBA507GCT,SI
0.441286337591406,0.476300601616024,0.619728254862546,0.639027083647485,0.494600608687426,0.478469186687169,0.343017439542117,NA,0.671793438778279,0.507940052507046,0.497986711941555,0.509201331129009,0.365672446041576,0.311606238016373,0.476409669429737,0.459495468824955,0.445555821380346,0.483324271725367,0.523008930044644,0.443702422302588,0.459406315737782,NDARBA521RA8,SI
